frame,body_landmark,x,y,z,visibility,hand_label
13,HAND_1,0.652901,0.950825,-0.026422,0.0,Right
13,HAND_2,0.614227,0.855727,-0.03552,0.0,Right
13,HAND_3,0.596595,0.770357,-0.042557,0.0,Right
13,HAND_4,0.567118,0.707837,-0.048512,0.0,Right
13,HAND_5,0.650436,0.729388,-0.009259,0.0,Right
13,HAND_6,0.632223,0.632147,-0.025073,0.0,Right
13,HAND_7,0.620895,0.572288,-0.040013,0.0,Right
13,HAND_8,0.613057,0.520651,-0.051885,0.0,Right
13,HAND_9,0.69861,0.720974,-0.012472,0.0,Right
13,HAND_10,0.700147,0.613335,-0.024331,0.0,Right
13,HAND_11,0.699873,0.546724,-0.038701,0.0,Right
13,HAND_12,0.698689,0.492478,-0.050226,0.0,Right
13,HAND_13,0.742238,0.739806,-0.020691,0.0,Right
13,HAND_14,0.753376,0.644046,-0.037666,0.0,Right
13,HAND_15,0.757729,0.582465,-0.051886,0.0,Right
13,HAND_16,0.759275,0.527428,-0.062709,0.0,Right
13,HAND_17,0.782467,0.778316,-0.031544,0.0,Right
13,HAND_18,0.809887,0.708458,-0.049104,0.0,Right
13,HAND_19,0.826475,0.66117,-0.057704,0.0,Right
13,HAND_20,0.83995,0.615116,-0.063726,0.0,Right
13,HAND_0,0.165974,0.937625,0.0,0.0,Left
13,HAND_1,0.231411,0.881071,-0.025374,0.0,Left
13,HAND_2,0.269157,0.777336,-0.029705,0.0,Left
13,HAND_3,0.28297,0.687604,-0.033041,0.0,Left
13,HAND_4,0.299955,0.622839,-0.035425,0.0,Left
13,HAND_5,0.223032,0.667772,-0.007749,0.0,Left
13,HAND_6,0.237461,0.568494,-0.022694,0.0,Left
13,HAND_7,0.2454,0.507728,-0.03634,0.0,Left
13,HAND_8,0.251365,0.455446,-0.046566,0.0,Left
13,HAND_9,0.179257,0.661869,-0.008456,0.0,Left
13,HAND_10,0.182256,0.556362,-0.019786,0.0,Left
13,HAND_11,0.184669,0.487429,-0.032191,0.0,Left
13,HAND_12,0.185982,0.43072,-0.041653,0.0,Left
13,HAND_13,0.138318,0.677642,-0.013991,0.0,Left
13,HAND_14,0.131868,0.582898,-0.027858,0.0,Left
13,HAND_15,0.131338,0.523685,-0.040282,0.0,Left
13,HAND_16,0.132954,0.472633,-0.049223,0.0,Left
13,HAND_17,0.098457,0.714065,-0.022648,0.0,Left
13,HAND_18,0.074182,0.649036,-0.038647,0.0,Left
13,HAND_19,0.059974,0.604195,-0.047789,0.0,Left
13,HAND_20,0.049957,0.560083,-0.053483,0.0,Left
14,NOSE,0.440205,0.683802,-1.239041,0.999954,N/A
14,LEFT_EYE_INNER,0.472372,0.626008,-1.189987,0.999937,N/A
14,LEFT_EYE,0.490357,0.627518,-1.189998,0.999931,N/A
14,LEFT_EYE_OUTER,0.505994,0.629649,-1.189896,0.999928,N/A
14,RIGHT_EYE_INNER,0.411353,0.626457,-1.175353,0.99992,N/A
14,RIGHT_EYE,0.389674,0.629484,-1.175485,0.999907,N/A
14,RIGHT_EYE_OUTER,0.37342,0.632901,-1.17552,0.999912,N/A
14,LEFT_EAR,0.5367,0.659346,-0.827747,0.999925,N/A
14,RIGHT_EAR,0.353615,0.671423,-0.754825,0.999904,N/A
14,MOUTH_LEFT,0.479225,0.755449,-1.094713,0.99985,N/A
14,MOUTH_RIGHT,0.405736,0.757384,-1.075235,0.999829,N/A
14,LEFT_SHOULDER,0.655182,0.946885,-0.690648,0.996048,N/A
14,RIGHT_SHOULDER,0.268214,0.951182,-0.489906,0.993417,N/A
14,LEFT_ELBOW,0.81022,1.276181,-1.441859,0.732852,N/A
14,RIGHT_ELBOW,0.151606,1.345276,-1.163488,0.740087,N/A
14,LEFT_WRIST,0.724766,0.930443,-2.145175,0.963829,N/A
14,RIGHT_WRIST,0.174438,0.926313,-2.115964,0.962163,N/A
14,LEFT_PINKY,0.747417,0.821128,-2.294711,0.955181,N/A
14,RIGHT_PINKY,0.153047,0.819241,-2.299458,0.950771,N/A
14,LEFT_INDEX,0.70385,0.795188,-2.204445,0.963865,N/A
14,RIGHT_INDEX,0.177773,0.776523,-2.232113,0.961242,N/A
14,LEFT_THUMB,0.683368,0.837384,-2.133794,0.947353,N/A
14,RIGHT_THUMB,0.202405,0.826459,-2.124519,0.950346,N/A
14,LEFT_HIP,0.599828,1.677791,-0.114382,0.005563,N/A
14,RIGHT_HIP,0.354707,1.669649,0.118233,0.006967,N/A
14,LEFT_KNEE,0.58923,1.867201,-0.411681,0.011624,N/A
14,RIGHT_KNEE,0.325903,1.828266,-0.425582,0.005196,N/A
14,LEFT_ANKLE,0.623694,2.338517,0.188868,0.000145,N/A
14,RIGHT_ANKLE,0.440406,2.277065,0.157984,7.1e-05,N/A
14,LEFT_HEEL,0.643468,2.431996,0.223752,0.000101,N/A
14,RIGHT_HEEL,0.4657,2.338839,0.203464,7.3e-05,N/A
14,LEFT_FOOT_INDEX,0.572674,2.442637,-0.240626,0.000315,N/A
14,RIGHT_FOOT_INDEX,0.446869,2.414289,-0.196563,0.000567,N/A
14,HAND_0,0.183431,1.01881,0.0,0.0,Left
14,HAND_1,0.244934,0.982305,-0.020362,0.0,Left
14,HAND_2,0.289223,0.916864,-0.032363,0.0,Left
14,HAND_3,0.310468,0.849638,-0.043144,0.0,Left
14,HAND_4,0.317228,0.791875,-0.054853,0.0,Left
14,HAND_5,0.241826,0.811208,-0.032047,0.0,Left
14,HAND_6,0.253299,0.710811,-0.054463,0.0,Left
14,HAND_7,0.263049,0.662925,-0.068474,0.0,Left
14,HAND_8,0.27297,0.625649,-0.076632,0.0,Left
14,HAND_9,0.202554,0.799828,-0.036693,0.0,Left
14,HAND_10,0.204735,0.68254,-0.054366,0.0,Left
14,HAND_11,0.210238,0.6193,-0.066619,0.0,Left
14,HAND_12,0.216278,0.572252,-0.075231,0.0,Left
14,HAND_13,0.16445,0.814456,-0.043572,0.0,Left
14,HAND_14,0.15853,0.708669,-0.062123,0.0,Left
14,HAND_15,0.160802,0.646442,-0.074201,0.0,Left
14,HAND_16,0.167215,0.594995,-0.082605,0.0,Left
14,HAND_17,0.127312,0.850609,-0.051502,0.0,Left
14,HAND_18,0.104302,0.780342,-0.070192,0.0,Left
14,HAND_19,0.095084,0.727985,-0.077253,0.0,Left
14,HAND_20,0.092264,0.681635,-0.081274,0.0,Left
15,NOSE,0.439809,0.682844,-1.561895,0.999866,N/A
15,LEFT_EYE_INNER,0.47229,0.625398,-1.483286,0.999859,N/A
15,LEFT_EYE,0.490375,0.626925,-1.48373,0.999873,N/A
15,LEFT_EYE_OUTER,0.506101,0.629114,-1.484064,0.999833,N/A
15,RIGHT_EYE_INNER,0.410365,0.625905,-1.484847,0.999831,N/A
15,RIGHT_EYE,0.388991,0.628885,-1.485203,0.999832,N/A
15,RIGHT_EYE_OUTER,0.373395,0.632242,-1.485594,0.999797,N/A
15,LEFT_EAR,0.536938,0.658918,-0.958223,0.999873,N/A
15,RIGHT_EAR,0.353596,0.671312,-0.962972,0.999875,N/A
15,MOUTH_LEFT,0.479176,0.754926,-1.358368,0.999733,N/A
15,MOUTH_RIGHT,0.405637,0.756165,-1.361439,0.999732,N/A
15,LEFT_SHOULDER,0.661175,0.947326,-0.691209,0.991944,N/A
15,RIGHT_SHOULDER,0.238398,0.953267,-0.570245,0.988319,N/A
15,LEFT_ELBOW,0.803804,1.25885,-1.366503,0.697665,N/A
15,RIGHT_ELBOW,0.139166,1.297527,-0.970271,0.681144,N/A
15,LEFT_WRIST,0.710518,1.089526,-2.19149,0.894379,N/A
15,RIGHT_WRIST,0.192281,1.263692,-1.794014,0.870138,N/A
15,LEFT_PINKY,0.692885,1.061488,-2.375916,0.895421,N/A
15,RIGHT_PINKY,0.203635,1.293664,-1.948271,0.863535,N/A
15,LEFT_INDEX,0.656227,0.958113,-2.335247,0.909539,N/A
15,RIGHT_INDEX,0.220349,1.247667,-1.934529,0.875578,N/A
15,LEFT_THUMB,0.644324,0.948413,-2.205277,0.883678,N/A
15,RIGHT_THUMB,0.227139,1.238473,-1.813698,0.863801,N/A
15,LEFT_HIP,0.594275,1.678093,-0.112412,0.005671,N/A
15,RIGHT_HIP,0.348201,1.673914,0.116518,0.00704,N/A
15,LEFT_KNEE,0.581561,1.877893,-0.612743,0.01275,N/A
15,RIGHT_KNEE,0.275451,1.897869,-0.744578,0.0069,N/A
15,LEFT_ANKLE,0.605838,2.373725,0.055418,0.000272,N/A
15,RIGHT_ANKLE,0.431923,2.339836,-0.079066,0.000164,N/A
15,LEFT_HEEL,0.617079,2.462759,0.088671,0.000157,N/A
15,RIGHT_HEEL,0.434831,2.398671,-0.02894,0.000146,N/A
15,LEFT_FOOT_INDEX,0.570081,2.499046,-0.46139,0.000554,N/A
15,RIGHT_FOOT_INDEX,0.443648,2.484924,-0.557079,0.000817,N/A
16,NOSE,0.436479,0.680258,-1.402064,0.999727,N/A
16,LEFT_EYE_INNER,0.470315,0.623112,-1.315262,0.999692,N/A
16,LEFT_EYE,0.489106,0.624795,-1.316221,0.999744,N/A
16,LEFT_EYE_OUTER,0.50498,0.627347,-1.316753,0.999632,N/A
16,RIGHT_EYE_INNER,0.407273,0.624085,-1.336682,0.999677,N/A
16,RIGHT_EYE,0.386814,0.62717,-1.337235,0.999717,N/A
16,RIGHT_EYE_OUTER,0.372766,0.630678,-1.33841,0.999653,N/A
16,LEFT_EAR,0.535928,0.658727,-0.793907,0.99976,N/A
16,RIGHT_EAR,0.352671,0.670878,-0.816657,0.999808,N/A
16,MOUTH_LEFT,0.476964,0.753855,-1.17847,0.999564,N/A
16,MOUTH_RIGHT,0.402298,0.753819,-1.195291,0.99962,N/A
16,LEFT_SHOULDER,0.664682,0.949897,-0.488329,0.987457,N/A
16,RIGHT_SHOULDER,0.227157,0.958692,-0.419729,0.98601,N/A
16,LEFT_ELBOW,0.799421,1.269497,-0.828675,0.64887,N/A
16,RIGHT_ELBOW,0.133947,1.286536,-0.63292,0.625928,N/A
16,LEFT_WRIST,0.713367,1.330526,-1.532541,0.810922,N/A
16,RIGHT_WRIST,0.18491,1.312048,-1.416299,0.786494,N/A
16,LEFT_PINKY,0.703817,1.36919,-1.674752,0.814891,N/A
16,RIGHT_PINKY,0.194138,1.3498,-1.572549,0.783323,N/A
16,LEFT_INDEX,0.656916,1.31723,-1.689071,0.830947,N/A
16,RIGHT_INDEX,0.212452,1.299528,-1.585802,0.796966,N/A
16,LEFT_THUMB,0.664067,1.299716,-1.557999,0.804846,N/A
16,RIGHT_THUMB,0.224511,1.286857,-1.446549,0.784963,N/A
16,LEFT_HIP,0.59223,1.67795,-0.10488,0.005543,N/A
16,RIGHT_HIP,0.345502,1.674237,0.108965,0.00721,N/A
16,LEFT_KNEE,0.585472,1.979791,-0.584843,0.014196,N/A
16,RIGHT_KNEE,0.277669,1.968347,-0.83409,0.009051,N/A
16,LEFT_ANKLE,0.606082,2.503902,-0.018267,0.000384,N/A
16,RIGHT_ANKLE,0.43035,2.486164,-0.346696,0.000321,N/A
16,LEFT_HEEL,0.616961,2.592483,0.003582,0.000227,N/A
16,RIGHT_HEEL,0.421654,2.559466,-0.319968,0.00032,N/A
16,LEFT_FOOT_INDEX,0.572751,2.654023,-0.572451,0.000785,N/A
16,RIGHT_FOOT_INDEX,0.439967,2.64201,-0.902934,0.001265,N/A
17,NOSE,0.429143,0.679021,-1.517301,0.999648,N/A
17,LEFT_EYE_INNER,0.464986,0.621987,-1.445668,0.999624,N/A
17,LEFT_EYE,0.485165,0.624229,-1.446032,0.999691,N/A
17,LEFT_EYE_OUTER,0.501505,0.627112,-1.446231,0.999549,N/A
17,RIGHT_EYE_INNER,0.400708,0.621953,-1.448215,0.999602,N/A
17,RIGHT_EYE,0.381892,0.624488,-1.448667,0.99965,N/A
17,RIGHT_EYE_OUTER,0.367913,0.627766,-1.449073,0.999557,N/A
17,LEFT_EAR,0.533779,0.659135,-0.931495,0.999716,N/A
17,RIGHT_EAR,0.347158,0.670264,-0.941023,0.999765,N/A
17,MOUTH_LEFT,0.4709,0.753856,-1.31519,0.999374,N/A
17,MOUTH_RIGHT,0.393822,0.753529,-1.319495,0.99944,N/A
17,LEFT_SHOULDER,0.664014,0.955906,-0.544522,0.977145,N/A
17,RIGHT_SHOULDER,0.21788,0.965728,-0.459178,0.976612,N/A
17,LEFT_ELBOW,0.799304,1.260825,-1.028511,0.60334,N/A
17,RIGHT_ELBOW,0.12759,1.276201,-0.706687,0.572088,N/A
17,LEFT_WRIST,0.71452,1.235987,-1.708917,0.739603,N/A
17,RIGHT_WRIST,0.187921,1.237408,-1.343509,0.710989,N/A
17,LEFT_PINKY,0.70738,1.229309,-1.826293,0.748296,N/A
17,RIGHT_PINKY,0.211284,1.239228,-1.454483,0.711131,N/A
17,LEFT_INDEX,0.66001,1.179938,-1.812919,0.766884,N/A
17,RIGHT_INDEX,0.218091,1.190644,-1.431812,0.725554,N/A
17,LEFT_THUMB,0.675878,1.182079,-1.719518,0.739285,N/A
17,RIGHT_THUMB,0.22324,1.192021,-1.353768,0.713377,N/A
17,LEFT_HIP,0.578099,1.682256,-0.098532,0.005294,N/A
17,RIGHT_HIP,0.332349,1.688836,0.102565,0.006966,N/A
17,LEFT_KNEE,0.584401,1.848028,-0.516199,0.014611,N/A
17,RIGHT_KNEE,0.272589,1.888005,-0.687385,0.010373,N/A
17,LEFT_ANKLE,0.609426,2.371362,0.1409,0.000462,N/A
17,RIGHT_ANKLE,0.424526,2.353165,-0.111472,0.000397,N/A
17,LEFT_HEEL,0.618478,2.464481,0.174323,0.000267,N/A
17,RIGHT_HEEL,0.438257,2.413388,-0.064714,0.00037,N/A
17,LEFT_FOOT_INDEX,0.592252,2.505707,-0.349935,0.000989,N/A
17,RIGHT_FOOT_INDEX,0.454541,2.498706,-0.589719,0.001504,N/A
18,NOSE,0.41678,0.678433,-1.738688,0.999395,N/A
18,LEFT_EYE_INNER,0.454285,0.620658,-1.660213,0.999333,N/A
18,LEFT_EYE,0.476468,0.623665,-1.660542,0.999461,N/A
18,LEFT_EYE_OUTER,0.493939,0.626847,-1.66087,0.999193,N/A
18,RIGHT_EYE_INNER,0.389338,0.61873,-1.66252,0.999276,N/A
18,RIGHT_EYE,0.371256,0.620564,-1.662936,0.999374,N/A
18,RIGHT_EYE_OUTER,0.353236,0.623089,-1.663268,0.99916,N/A
18,LEFT_EAR,0.526106,0.659857,-1.133619,0.999524,N/A
18,RIGHT_EAR,0.330026,0.670009,-1.133533,0.999591,N/A
18,MOUTH_LEFT,0.4591,0.75436,-1.533124,0.998762,N/A
18,MOUTH_RIGHT,0.380661,0.753506,-1.535437,0.998767,N/A
18,LEFT_SHOULDER,0.663145,0.967873,-0.794424,0.964281,N/A
18,RIGHT_SHOULDER,0.193341,0.976397,-0.737147,0.96004,N/A
18,LEFT_ELBOW,0.805998,1.265364,-1.33356,0.567897,N/A
18,RIGHT_ELBOW,0.110427,1.280629,-1.063836,0.524807,N/A
18,LEFT_WRIST,0.714359,1.217904,-2.065001,0.676374,N/A
18,RIGHT_WRIST,0.192902,1.224216,-1.746401,0.642801,N/A
18,LEFT_PINKY,0.697642,1.207625,-2.20553,0.688941,N/A
18,RIGHT_PINKY,0.224644,1.210337,-1.874144,0.645394,N/A
18,LEFT_INDEX,0.66758,1.155712,-2.172368,0.709471,N/A
18,RIGHT_INDEX,0.229032,1.164245,-1.85195,0.659962,N/A
18,LEFT_THUMB,0.622638,1.11666,-2.06964,0.67973,N/A
18,RIGHT_THUMB,0.230429,1.171794,-1.74877,0.647496,N/A
18,LEFT_HIP,0.572452,1.700677,-0.096317,0.005248,N/A
18,RIGHT_HIP,0.307308,1.711763,0.100198,0.007035,N/A
18,LEFT_KNEE,0.58438,1.925979,-0.559441,0.014756,N/A
18,RIGHT_KNEE,0.26008,1.965316,-0.757355,0.011097,N/A
18,LEFT_ANKLE,0.610078,2.454146,0.202077,0.000499,N/A
18,RIGHT_ANKLE,0.415482,2.44368,-0.047448,0.000437,N/A
18,LEFT_HEEL,0.618489,2.546571,0.244031,0.000276,N/A
18,RIGHT_HEEL,0.430543,2.509481,0.005027,0.00039,N/A
18,LEFT_FOOT_INDEX,0.593188,2.603198,-0.328994,0.001065,N/A
18,RIGHT_FOOT_INDEX,0.446883,2.597682,-0.573294,0.001642,N/A
19,NOSE,0.399543,0.678439,-1.642331,0.999118,N/A
19,LEFT_EYE_INNER,0.439921,0.620262,-1.576446,0.99905,N/A
19,LEFT_EYE,0.463598,0.62346,-1.576749,0.999243,N/A
19,LEFT_EYE_OUTER,0.483371,0.626833,-1.577049,0.998877,N/A
19,RIGHT_EYE_INNER,0.374431,0.618171,-1.570391,0.998944,N/A
19,RIGHT_EYE,0.354788,0.61979,-1.570703,0.999087,N/A
19,RIGHT_EYE_OUTER,0.336847,0.622194,-1.571036,0.998761,N/A
19,LEFT_EAR,0.517109,0.660682,-1.09349,0.999347,N/A
19,RIGHT_EAR,0.316585,0.66935,-1.056833,0.999401,N/A
19,MOUTH_LEFT,0.44281,0.75525,-1.451896,0.998261,N/A
19,MOUTH_RIGHT,0.36665,0.753558,-1.443519,0.998245,N/A
19,LEFT_SHOULDER,0.66072,0.973704,-0.78219,0.955404,N/A
19,RIGHT_SHOULDER,0.181394,0.98365,-0.675461,0.950844,N/A
19,LEFT_ELBOW,0.804619,1.267787,-1.336732,0.532971,N/A
19,RIGHT_ELBOW,0.094339,1.288985,-0.980117,0.480664,N/A
19,LEFT_WRIST,0.714052,1.223174,-2.094898,0.61771,N/A
19,RIGHT_WRIST,0.179822,1.231469,-1.745174,0.581329,N/A
19,LEFT_PINKY,0.69789,1.215957,-2.241234,0.633667,N/A
19,RIGHT_PINKY,0.221156,1.224708,-1.885472,0.586346,N/A
19,LEFT_INDEX,0.65267,1.08749,-2.206573,0.656005,N/A
19,RIGHT_INDEX,0.195298,1.105045,-1.849649,0.601328,N/A
19,LEFT_THUMB,0.615555,1.068164,-2.101475,0.624768,N/A
19,RIGHT_THUMB,0.213078,1.183514,-1.754075,0.588578,N/A
19,LEFT_HIP,0.559453,1.704672,-0.092961,0.005115,N/A
19,RIGHT_HIP,0.286584,1.713225,0.096947,0.006851,N/A
19,LEFT_KNEE,0.577164,1.962881,-0.549748,0.014733,N/A
19,RIGHT_KNEE,0.241198,1.991116,-0.677979,0.011261,N/A
19,LEFT_ANKLE,0.5965,2.493564,0.201482,0.000518,N/A
19,RIGHT_ANKLE,0.380395,2.482087,0.012433,0.000449,N/A
19,LEFT_HEEL,0.60023,2.584958,0.240768,0.000281,N/A
19,RIGHT_HEEL,0.403138,2.552248,0.056547,0.000396,N/A
19,LEFT_FOOT_INDEX,0.577127,2.646085,-0.339175,0.001101,N/A
19,RIGHT_FOOT_INDEX,0.415355,2.633855,-0.537566,0.001682,N/A
20,NOSE,0.382817,0.680393,-1.727145,0.998761,N/A
20,LEFT_EYE_INNER,0.425952,0.620571,-1.657544,0.998595,N/A
20,LEFT_EYE,0.449899,0.623706,-1.657909,0.998908,N/A
20,LEFT_EYE_OUTER,0.471725,0.627279,-1.658317,0.998365,N/A
20,RIGHT_EYE_INNER,0.360418,0.618545,-1.648094,0.998436,N/A
20,RIGHT_EYE,0.340683,0.619939,-1.648413,0.998657,N/A
20,RIGHT_EYE_OUTER,0.323731,0.62222,-1.648787,0.998115,N/A
20,LEFT_EAR,0.507556,0.662331,-1.156534,0.999059,N/A
20,RIGHT_EAR,0.308186,0.668956,-1.102612,0.999132,N/A
20,MOUTH_LEFT,0.427465,0.757296,-1.529249,0.997556,N/A
20,MOUTH_RIGHT,0.355204,0.754488,-1.516531,0.997466,N/A
20,LEFT_SHOULDER,0.656543,0.978255,-0.853991,0.942497,N/A
20,RIGHT_SHOULDER,0.173583,0.983643,-0.698879,0.937886,N/A
20,LEFT_ELBOW,0.801762,1.270132,-1.495376,0.509299,N/A
20,RIGHT_ELBOW,0.085117,1.291203,-1.001509,0.439525,N/A
20,LEFT_WRIST,0.680084,1.192743,-2.258635,0.569081,N/A
20,RIGHT_WRIST,0.178821,1.232683,-1.779318,0.525487,N/A
20,LEFT_PINKY,0.647394,1.165756,-2.409944,0.588507,N/A
20,RIGHT_PINKY,0.213081,1.222639,-1.920205,0.532104,N/A
20,LEFT_INDEX,0.586401,1.059721,-2.347781,0.613,N/A
20,RIGHT_INDEX,0.181893,1.088677,-1.872181,0.546893,N/A
20,LEFT_THUMB,0.575189,1.031335,-2.253905,0.57839,N/A
20,RIGHT_THUMB,0.212829,1.187653,-1.784679,0.534145,N/A
20,LEFT_HIP,0.548071,1.724192,-0.095614,0.005044,N/A
20,RIGHT_HIP,0.273596,1.72638,0.09982,0.006798,N/A
20,LEFT_KNEE,0.553804,1.973455,-0.584671,0.014575,N/A
20,RIGHT_KNEE,0.239168,2.007599,-0.687803,0.011514,N/A
20,LEFT_ANKLE,0.588125,2.510886,0.225509,0.000543,N/A
20,RIGHT_ANKLE,0.372027,2.499759,0.056466,0.000479,N/A
20,LEFT_HEEL,0.59621,2.602097,0.270582,0.000287,N/A
20,RIGHT_HEEL,0.397314,2.570643,0.106332,0.000413,N/A
20,LEFT_FOOT_INDEX,0.56112,2.664702,-0.327933,0.001157,N/A
20,RIGHT_FOOT_INDEX,0.396346,2.649345,-0.505968,0.001806,N/A
